,Continent,GDP_Capita,IncomeGroup,Area,Total_Edge_Length,Density,Edge_Connectivity,Edge_No,Clique_No,Ave_Path_Length,Assortativity,Diameter,Max_Degree,Transivitity,Articulation_Points,max_5perc_isolated,max_10perc_isolated,max_20perc_isolated,mean_5perc_isolated,mean_10perc_isolated,mean_20perc_isolated,min_5perc_isolated,min_10perc_isolated,min_20perc_isolated,max_5perc_surloss_e2,max_10perc_surloss_e2,max_20perc_surloss_e2,mean_5perc_surloss_e2,mean_10perc_surloss_e2,mean_20perc_surloss_e2,min_5perc_surloss_e2,min_10perc_surloss_e2,min_20perc_surloss_e2,areaLog,edgeLog,edgeAreaLog
Burkina Faso,Africa,775,Low income,273615.4120845791,19910442.696962077,0.0014954247969224,1,3153,3,29.17428504892975,0.0899927845923289,72,10,0.1183597390493942,130,11.676767676767676,26.017171717171692,68.87878787878788,4.882929292929293,13.158181818181818,48.30141414141414,0.0,3.97979797979798,27.485858585858594,33.2471563238042,51.22955893679976,82.20925128752442,23.651339104040193,41.658618865473365,71.76923854423453,14.44482354274294,31.811487201027024,61.13370840715972,12.519478793862508,16.806754910698363,4.287276116835856
Bangladesh,Asia,1856,Lower middle income,139583.5884409724,30846485.560849648,0.0002638799268309,1,14509,3,89.61202115746295,0.0567855268689347,247,13,0.0970446447285684,2139,60.77979797979796,74.8919191919192,95.87878787878788,23.10818181818182,47.207979797979796,90.7309090909091,7.878787878787878,24.358585858585858,81.78585858585859,78.84835972491845,89.68924724249499,98.93945506303697,51.11817999036923,74.86572705283146,95.63083771213314,36.661608548669854,62.361354528766775,91.23493255468726,11.84641890108845,17.24453338159449,5.39811448050604
Bulgaria,Europe,9738,Upper middle income,111601.50248369339,25461054.50155256,0.0002562074446137,1,19436,4,59.022013197056175,0.0523141640628534,154,11,0.1838088918380889,468,5.9393939393939394,15.434343434343434,59.6050505050505,3.126969696969697,8.267878787878788,36.2969696969697,0.0,2.0,22.666666666666664,63.778575792154996,85.55995001466046,98.81007398172034,51.09485964385871,75.20611891286643,96.11707162250337,39.02191606961244,65.0609230320313,92.61291590965088,11.622689791954253,17.052660568207262,5.429970776253009
Bahrain,Asia,23504,High income,714.5887280107007,1422004.6219869724,0.0009904291907535,1,5536,3,30.231478652100297,0.0745645851998475,77,10,0.1869267002727047,51,3.97979797979798,9.676767676767676,34.14343434343434,0.8653535353535353,2.784949494949495,17.05909090909091,0.0,0.0,5.9393939393939394,12.60974675394361,25.917721235600702,59.28375812324539,8.606368898723765,19.839635731790743,46.26473860809139,4.889137809334686,14.15400962488467,37.02172371248978,6.571707171620374,14.167578139682497,7.5958709680621235
The Bahamas,Central-America,32933,High income,13397.840998394413,333736.2365101186,0.0081021087680355,1,730,3,13.745882352941177,0.0500997371346324,40,10,0.1742993848257006,15,5.878787878787879,9.839393939393911,29.275757575757552,0.8694949494949494,2.594949494949495,11.672222222222222,0.0,0.0,0.0,13.78105442159195,23.523323471326087,48.91497232177206,5.888874267789192,13.362224437252094,34.590177520614276,1.3868581684134371,6.260577706075164,22.538517849274896,9.502848853435053,12.718106248925256,3.2152573954902026
Bosnia & Herzegovina,Europe,6073,Upper middle income,51096.97220891755,12463352.479213454,0.0008210437028359,1,5889,4,36.97490609373645,-0.0118788595770316,97,10,0.1898699645357824,241,7.878787878787878,15.394949494949493,64.410101010101,3.153737373737374,7.69939393939394,36.33737373737374,0.0,2.0,19.090909090909093,42.208503018735634,62.00089109130868,98.65279321881074,30.576071763476925,51.848984492478785,84.64313299403935,19.39075400015129,42.829213348741554,74.91671029579602,10.841480522164638,16.338303094460535,5.496822572295896
Belarus,Europe,6663,Upper middle income,207031.8692805001,75187397.0952136,9.050494118084866e-05,1,44701,4,98.10494782380322,0.047394641497106,260,12,0.1327007299270073,4799,15.434343434343434,27.87878787878788,79.81919191919192,9.212727272727273,20.02767676767677,65.64464646464647,3.97979797979798,11.696969696969695,52.48282828282829,58.06409184768301,76.88719107912092,99.99019232810248,49.42654085292422,69.35722000511666,95.57902456336328,41.686530435138,61.85662239411276,91.46750999206384,12.240628018274021,18.13549418305602,5.894866164782002
Belize,Central-America,4815,Upper middle income,21989.934536428784,2053679.0006981764,0.0048934285267601,1,939,3,29.12305487518891,0.0889915837446465,72,8,0.160621761658031,127,71.99191919191918,82.19797979797978,92.32828282828282,38.282929292929296,62.03363636363636,85.35767676767676,3.97979797979798,22.461616161616163,73.02929292929294,86.87130838999329,96.3131193032091,99.14880160201115,50.40255548296077,75.87024841193704,94.81346367698798,13.433571679895202,41.68229672503988,85.94664232649416,9.998340106574334,14.535143377169113,4.536803270594779
Bermuda,North-America,85748,High income,68.05481883713094,139408.30964319408,0.0117636412994299,1,390,3,15.13543269085754,0.2091136824525727,45,4,0.1992481203007518,16,25.57377049180328,29.188524590163933,60.278688524590144,4.860655737704918,10.295628415300547,28.88005464480874,0.0,0.0,3.278688524590164,30.644964156912714,46.904554879721076,82.67254506842957,14.130609047440332,27.05293801809375,55.039605886596256,1.2462455209854386,9.368132675185647,28.009179018343563,4.220313539773748,11.845162385597906,7.6248488458241575
Bolivia,South-America,3552,Lower middle income,1085775.7910499207,52342730.27054402,0.0002449562790213,1,19440,4,77.27927877411882,0.1486646015524483,233,12,0.1388950357748764,1099,49.458585858585856,76.49595959595959,97.82222222222221,33.13242424242424,56.96787878787879,95.14404040404041,11.676767676767676,40.22929292929293,89.5050505050505,85.898368983136,97.85314484008033,99.98255773020432,75.23525101840627,90.95805077683454,99.58718147959321,64.87738933679282,83.80360694421861,98.39270880369862,13.897805304247958,17.773323617835388,3.8755183135874294
Brazil,South-America,8717,Upper middle income,8705313.825675724,667610637.6181787,7.441162944913879e-06,1,662452,4,334.60029126632253,0.1353121366109674,927,16,0.1507930236823352,18662,17.36060606060603,36.230303030303006,98.96969696969695,10.691515151515153,24.790202020202017,97.71020202020202,3.97979797979798,15.434343434343434,95.42929292929294,99.69407563862808,99.99760808543027,99.99999999999976,93.8940269671935,98.90294906167483,99.99488211719421,91.04513239903034,97.95552630571942,99.994866047034,15.97944418173227,20.31921568374451,4.33977150201224
Barbados,Central-America,18148,High income,435.1182895156155,603689.8520893592,0.0050958252859901,1,1029,3,16.90522458277621,-0.0620419379313787,42,12,0.1543766578249336,7,2.0,5.878787878787879,33.17474747474748,0.23787878787878788,1.3549494949494951,12.377575757575757,0.0,0.0,2.0,6.988598845032732,16.562431567952565,52.1262251984241,4.115879336380769,10.171480772039153,31.037588343375038,1.845528388371612,5.487751967962579,18.36468476774916,6.075617924043399,13.310815855117577,7.235197931074176
Brunei,Asia,31087,High income,5782.184621593482,1519438.0546593172,0.0016506159986118,1,3044,4,33.972954624327606,-0.0085743668205062,97,12,0.1571155682903534,83,26.11626468769324,53.21995464852606,82.34075448361163,9.533601319315606,20.04844361987219,59.49196042053185,0.0,2.0202020202020203,27.4788703360132,39.42285028585336,55.37874016276004,85.12892564233748,19.403060099713432,38.83110648486385,72.0148837136583,9.280392225172086,24.42352086182277,60.699135732270626,8.662536852470105,14.233851123584213,5.571314271114108
Bhutan,Asia,3243,Lower middle income,38800.1403225656,2782745.684573829,0.0103375298458866,1,381,3,20.502333405687,0.1164549304295215,54,8,0.125,74,48.155676001204455,72.36525143029206,87.21619993977717,21.22583559168925,41.76663655525444,72.60027100271003,2.4390243902439024,9.42938873833183,51.635049683830175,82.81442554518009,93.97097603090235,98.41338826493028,53.896983675391255,75.78142183065903,91.7597174341432,5.016353755351478,44.86768995788718,76.76290775882886,10.566179142165794,14.83894865457674,4.272769512410946
Botswana,Africa,7961,Upper middle income,579274.3684933373,19880416.099160504,0.0010779211770435,1,4553,3,35.33456466828651,0.0319097144437596,91,8,0.1710033076074972,149,20.568686868686864,42.59191919191918,86.83939393939394,7.092424242424243,20.057070707070707,70.66333333333333,0.0,5.822222222222225,40.545454545454554,82.72972053106841,91.33863372991009,98.87951856551389,67.45087727605734,84.88279798288718,95.14181057162192,45.67528787570434,75.883391180991,92.07519915074627,13.269531510453055,16.805245689514933,3.535714179061879
Central African Republic,Africa,468,Low income,621569.7779342877,17502475.057971094,0.0029252116397361,1,1302,3,27.445589266135844,-0.0008185070822905,72,8,0.1377091377091377,195,44.64444444444443,65.27777777777776,92.56969696969696,15.618383838383838,39.14949494949495,82.90171717171717,2.0,15.414141414141412,63.11313131313131,58.67813460760007,96.3619734638538,99.78750181023469,32.70899581122183,61.51214924002421,93.83723770338999,15.541666512780422,39.942509635960114,77.52073083975058,13.34000345705676,16.67785286077726,3.3378494037204995
Canada,North-America,46195,High income,10372618.54434799,344297768.02718604,2.2082424961223383e-05,1,223572,4,274.8646034540216,0.1074758243632781,821,16,0.1522161622526175,9095,68.63232323232323,83.51919191919193,95.47979797979798,48.69333333333333,76.53464646464647,93.68171717171717,19.03030303030303,65.7747474747475,90.96969696969695,91.67414988027329,97.97534282701271,99.97207184919988,86.6409867502878,93.87554874226919,99.39113784843602,83.10339516837642,91.3274633511653,98.55971555505391,16.154680059839013,19.65701744564814,3.5023373858091285
Switzerland,Europe,81994,High income,41222.252979549994,25654903.353493225,0.0001410528687195,1,33904,4,78.50272784657339,0.0047830576496374,214,10,0.1512509991403622,1305,15.375757575757575,26.141414141414145,61.57676767676767,7.69010101010101,16.984545454545454,49.39222222222222,2.0,9.7979797979798,37.60000000000001,72.92595550754488,89.850209477298,99.78204372076895,60.48904108486693,84.0165318587195,98.43323411464164,48.96189001425655,77.04759012134042,96.63252114792513,10.62673351038771,17.060245275190447,6.433511764802734
Chile,South-America,14896,High income,758053.1752118956,84178480.83504584,6.83865822151569e-05,1,72843,4,212.9297914138361,0.1914192948707277,744,12,0.1207405569683061,2248,20.93636363636361,62.22222222222222,94.8090909090909,10.951212121212123,36.2789898989899,88.84939393939393,2.0,15.414141414141412,80.8111111111111,93.96832787861449,99.51184525761586,99.99765507520789,90.23103025476568,95.82783066759865,99.2810252125625,86.68197777996137,93.60055670062515,97.92138978065971,13.538508814158558,18.248449874518123,4.709941060359566
China,Asia,10262,Upper middle income,9729809.591741009,2126257217.2217789,3.0197365311366808e-06,1,1721065,4,241.0946519979481,0.2102173126279852,665,32,0.0699132627268033,76974,17.363636363636335,31.252525252525253,67.63838383838385,11.018383838383839,23.157171717171718,59.96252525252525,3.97979797979798,13.575757575757578,50.94949494949494,61.84696225979827,84.39059785350646,98.60364975802058,50.45395944751422,76.52508511070671,96.83631112486009,42.962141295867085,71.35051341784255,94.95143202063164,16.090704884776567,21.477629096011572,5.386924211235005
Cote d'Ivoire,Africa,2286,Lower middle income,322250.94024766097,22639346.409746926,0.0008946210906922,1,5400,3,36.017690966397865,0.0315177015881955,85,10,0.1405997486083677,165,9.77777777777778,24.36767676767675,69.95555555555552,3.87,11.547575757575757,45.55707070707071,0.0,3.8616161616161637,26.141414141414145,31.628335822796434,50.80640686519641,99.76929334242878,23.204864822358147,40.630454141795646,79.95511449565443,15.290506185893275,30.974896760934605,64.05976519667149,12.683085838555629,16.93519994205511,4.2521141034994825
Cameroon,Africa,1498,Lower middle income,466832.1234016613,42831486.970061,0.0004086163796794,1,11123,3,55.95453252842433,0.0634295460641845,185,13,0.1356866317467547,401,28.35050505050483,61.59494949494948,91.52525252525253,11.033333333333333,31.194444444444443,81.28868686868687,2.0,9.7979797979798,61.04040404040404,87.03095963859005,97.90155595211773,99.86474630404831,76.12249604627195,90.91943167580342,98.63578975049047,64.67460910653394,84.5978496892974,96.19628794008662,13.053724993225744,17.57278406694503,4.519059073719284
"Congo, DRC",Africa,545,Low income,2343190.892749755,70861417.78815249,0.0005381140765512,1,7406,4,104.0881336545742,0.0764872222859312,289,10,0.1333090909090909,1006,72.51212121212122,88.16868686868688,97.96060606060605,49.212020202020206,77.91444444444444,96.33232323232323,13.574747474747477,61.47171717171717,93.95757575757575,95.37931641414433,99.47372491023351,99.96896444576018,81.95467288663026,96.87627940507073,99.83604024596897,59.458426920914256,91.78050556904752,99.4708701176389,14.667024187815931,18.076236665501643,3.4092124776857102
Congo,Africa,2011,Lower middle income,341752.84399627335,10309172.47918418,0.0029515888966439,1,1755,3,27.766832886250302,-0.0471035485612485,68,9,0.1424050632911392,92,37.89393939393939,54.49393939393934,85.37373737373737,9.841111111111111,25.02121212121212,68.02595959595959,0.0,5.9393939393939394,41.55555555555556,85.09222471141429,94.84981291444119,99.47824419394394,69.12794323398204,86.94724682822752,97.23112609683521,45.02734816050897,77.11464259250782,93.28413393426007,12.741843076413378,16.14854458887116,3.4067015124577833
Colombia,South-America,6432,Upper middle income,1139477.7793219604,60939586.91115141,0.000107354625454,1,47714,4,98.5924352833394,0.1117369041261479,244,16,0.1092244758496977,1207,20.81111111111111,62.31515151515152,97.09191919191919,10.709292929292928,37.53909090909091,93.0710101010101,3.97979797979798,19.02929292929293,86.20606060606062,98.87079988056324,99.92657361204425,99.99649887457075,91.46664129587671,98.62095764449052,99.98181012623184,81.6426533040261,94.93437444972972,99.92981029854721,13.946080627102104,17.925393552883033,3.9793129257809303
Comores,Africa,1394,Lower middle income,1672.7701693878212,366370.8235016935,0.0169491525423728,1,267,3,12.710975687170698,-0.0757709251101327,28,8,0.1255506607929515,18,21.646180860403863,50.88015803336254,74.01448639157154,4.6712028094820015,13.111720807726076,41.33428446005268,0.0,0.0,5.838454784899034,30.75348689264698,70.22207888098464,89.43848566663274,8.01312369843646,19.929888686178554,54.026423647995074,0.08473892413611839,1.6464158860054683,11.61812387095116,7.422236315212605,12.811401278430493,5.389164963217889
Cape Verde,Africa,3604,Lower middle income,4098.774054366201,369489.2434677332,0.0087197341351479,1,551,3,18.19240386137047,0.0385284377892015,49,8,0.2158273381294964,11,24.85178463399857,53.85662431941923,78.84150030248034,4.308227465214761,13.499697519661222,51.42196007259528,0.0,0.0,10.163339382940109,49.671195299512256,75.42898489910952,93.96241386959859,16.839887766524917,35.05457586034907,68.35907960055664,0.58705910342896,5.279569918000763,41.44539135355593,8.318443196849463,12.819876907898575,4.5014337110491125
Costa Rica,Central-America,12238,Upper middle income,51266.72126847441,8706849.636639174,0.0010881939580111,1,4353,3,32.41932165493477,0.0670165784248572,86,12,0.1539657853810264,170,20.615151515151496,43.67878787878789,82.62727272727273,8.29050505050505,21.60090909090909,63.709595959595966,0.0,5.938383838383839,41.67070707070707,71.3834651453671,82.47430669924894,96.82445337395859,60.37287357739051,76.80984977385192,89.97873332910085,44.94582360532802,69.95581015234237,85.58276552968178,10.844797112439771,15.979620588411514,5.134823475971743
Cuba,Central-America,8822,Upper middle income,110966.47794205969,19791349.727718808,0.0002603479154266,1,18653,4,102.40406586873443,0.1244391973438554,264,9,0.1506282299346053,874,19.070707070707076,64.49090909090908,94.15050505050502,10.289090909090909,34.555454545454545,88.19626262626264,2.0,15.41212121212121,79.87474747474747,70.16056941598397,86.85931900146318,99.17157377999544,55.008245087575595,76.16933915827335,95.71324704682482,39.547646024728365,64.42482533067773,91.70682379450365,11.616983434161146,16.80075551776538,5.183772083604237
Curacao,Central-America,19574,High income,437.36319169711265,421158.9535986072,0.0057294704776719,1,884,3,18.783304167476828,0.0084727232972563,63,8,0.1430192962542565,44,26.095959595959577,30.511111111111106,48.36464646464647,4.324545454545455,9.798383838383838,28.797171717171718,0.0,0.0,7.878787878787878,12.223644062606768,21.595266725799927,51.05984708807801,5.110883933082946,10.99531087931439,31.21113643393806,1.1092688034406666,4.071480071030671,17.323953429855578,6.080763952203048,12.950765603397867,6.870001651194818
Cayman Is.,Central-America,85477,High income,280.2124919332643,164933.75222328247,0.0148279252704031,1,377,3,14.086961651917404,0.006428872492484,46,8,0.2313937753721245,9,4.3478260869565215,26.3768115942029,44.99999999999997,0.5589371980676329,2.9748792270531395,12.73913043478261,0.0,0.0,0.0,27.220901305596023,34.58111143268452,62.868225586152604,4.641411352488535,11.356283470637738,33.461140346100635,0.3110755901438278,1.4496978339333373,9.078570168848753,5.635548215112092,12.013299170582263,6.37775095547017
Cyprus,Asia,27858,High income,5715.258276602571,4209635.741669007,0.0008798709396339,1,5574,3,37.72165375957771,0.0804058481358394,94,14,0.1542139868499701,74,3.97979797979798,7.971717171717139,39.94242424242424,1.5036363636363637,3.653939393939394,17.374646464646464,0.0,0.0,5.9393939393939394,41.27762550250743,60.38672410433929,89.7487656196815,30.437289478821082,49.599322225793365,80.01499644624583,21.44667948152076,40.07948915068464,68.65681180444693,8.650894767964104,15.252886679746423,6.601991911782319
Czech Republic,Europe,23102,High income,78798.379227538,61064520.0146145,8.547443509439537e-05,1,51017,4,89.7702143214873,0.0414733944538055,271,10,0.1390654969963098,2817,9.88989898989896,17.272727272727273,37.73838383838384,4.15969696969697,9.47939393939394,27.625151515151515,0.0,3.880808080808083,17.272727272727273,60.313554135869815,82.21619062943891,97.65416709082797,50.77791333637781,74.32360017507384,95.41629700307828,43.18926072815604,65.46326436643216,93.45244565742988,11.27464770745599,17.92744156831922,6.652793860863229
Germany,Europe,46259,High income,357821.87607821403,283493975.2722169,1.29039287032773e-05,1,375379,4,150.08767946507422,0.0273818220786412,411,12,0.1804506580231968,5790,5.9393939393939394,11.696969696969695,27.87878787878788,2.4762626262626264,5.953939393939394,19.1269696969697,0.0,0.0,11.696969696969695,70.37612056336167,89.98361075968523,99.37937868188267,65.25514139983626,86.79303315176118,98.71325620475993,60.34586592029185,83.6491545127248,98.22578266094138,12.787790588708193,19.462701429661884,6.674910840953693
Djibouti,Africa,3409,Lower middle income,21884.985099179587,1230344.3081863287,0.0089600742804085,1,579,3,15.712395543175488,-0.0329932289921101,51,9,0.1402337228714524,43,38.860544217686986,61.83248299319724,81.05867346938776,12.877551020408164,29.05654761904762,57.46386054421769,0.0,0.0,26.517857142857142,39.68111973657862,68.86406603952844,88.97064236740594,17.085693186153744,34.00493468722153,61.17189793663959,0.1373640436233297,7.380316762769727,34.8398890912102,9.993556068755657,14.022804613531546,4.02924854477589
Dominica,Central-America,8300,Upper middle income,754.1964311469147,318149.451807182,0.0363885088919288,1,133,3,11.574008207934336,-0.072125583368689,35,8,0.1666666666666666,23,51.85185185185185,63.29059829059827,73.23361823361823,9.423076923076923,21.143874643874643,43.941595441595446,0.0,0.0,0.0,60.24819450153999,66.16900002698954,88.07082841723005,11.282175610683453,24.094339926814317,48.25531308338,0.006000115409471823,0.5311502372938384,8.992511817026658,6.6256528528413225,12.670276525595433,6.044623672754112
Denmark,Europe,59822,High income,43122.10514698171,37040806.28093728,9.89508341996826e-05,1,51862,3,103.311893422438,0.0136252544710498,306,14,0.1690461009619382,1510,5.9393939393939394,11.677777777777777,40.629292929292916,1.94,5.167676767676768,22.59909090909091,0.0,0.0,9.7979797979798,62.7494089079203,84.58933961225682,98.91439327467637,51.27402901590865,75.3152660326399,96.57691038165153,43.373557046573175,66.48254083243793,93.38386224657059,10.67179102505403,17.427530735349215,6.7557397102951855
Dominican Republic,Central-America,8282,Upper middle income,48093.57349098366,9121232.990723062,0.0006065096988122,1,8230,3,45.98310896282052,0.1189876390087585,106,8,0.1239376371925479,202,39.37373737373737,48.09999999999998,83.87979797979797,15.760404040404042,30.523737373737372,68.07737373737373,2.0,7.762626262626265,51.3969696969697,62.31996042081703,78.46308877845216,96.73488321086299,44.80178294986951,67.39598692267053,89.54502607172837,29.24844577862301,55.60173066633325,84.0152666760409,10.78090383991155,16.026115549263523,5.245211709351973
